loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,delinq_2yrs,revol_util,total_acc
14000,60,0.1408,326.34,C,3 years,RENT,38500.0,Fully Paid,debt_consolidation,29.99,0,0.458,29
4800,36,0.079,150.2,A,3 years,OWN,37200.0,Fully Paid,vacation,19.0,0,0.072,27
15275,36,0.1433,524.52,C,5 years,RENT,65000.0,Fully Paid,debt_consolidation,12.33,0,0.876,13
6000,36,0.1903,220.03,D,2 years,MORTGAGE,89000.0,Fully Paid,debt_consolidation,26.0,0,0.643,31
24000,36,0.15609999,839.16,C,2 years,OWN,89000.0,Fully Paid,debt_consolidation,16.66,0,0.684,19
5750,36,0.0743,178.69,A,10+ years,MORTGAGE,125000.0,Fully Paid,debt_consolidation,0.27,0,0.102,16
25000,60,0.1505,595.41,C,1 year,MORTGAGE,60000.0,Fully Paid,debt_consolidation,23.09,0,0.6,17
12000,60,0.158,290.55,C,9 years,MORTGAGE,76000.0,Charged Off,debt_consolidation,17.54,0,0.77599996,26
19225,36,0.1311,648.79,B,7 years,RENT,74400.0,Fully Paid,debt_consolidation,14.71,1,0.508,25
28000,60,0.26299998,843.32,E,6 years,RENT,65000.0,Charged Off,credit_card,21.12,0,0.32099998,17
20000,36,0.088999994,635.07,A,6 years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,23.15,0,0.466,29
6000,36,0.1311,202.49,B,6 years,RENT,30000.0,Fully Paid,credit_card,28.86,0,0.898,14
15000,60,0.1505,357.25,C,2 years,RENT,85000.0,Fully Paid,debt_consolidation,25.4,0,0.24,22
16800,36,0.1042,545.41,B,10+ years,RENT,120000.0,Fully Paid,debt_consolidation,17.39,0,0.88,41
9650,36,0.1262,323.39,C,6 years,RENT,50000.0,Fully Paid,other,3.96,0,0.225,12
10800,36,0.15100001,374.92,C,1 year,RENT,40000.0,Fully Paid,debt_consolidation,21.15,0,0.834,31
2000,36,0.1197,66.4,C,8 years,MORTGAGE,48000.0,Fully Paid,moving,10.4,0,0.692,16
18000,60,0.099300005,381.83,B,7 years,MORTGAGE,76000.0,Fully Paid,other,8.8,0,0.24700001,35
15600,36,0.1114,511.76,B,10+ years,MORTGAGE,67000.0,Fully Paid,debt_consolidation,20.35,0,0.749,40
35000,36,0.1311,1181.15,B,3 years,MORTGAGE,180000.0,Fully Paid,credit_card,19.41,0,0.701,34
10000,36,0.121199995,332.72,B,< 1 year,OWN,30000.0,Fully Paid,debt_consolidation,26.02,0,0.65099996,15
21600,60,0.0967,455.44,B,10+ years,MORTGAGE,68000.0,Fully Paid,credit_card,27.89,0,0.32,30
11000,36,0.070700005,340.01,A,10+ years,RENT,68895.0,Fully Paid,debt_consolidation,9.32,0,0.169,32
15000,60,0.1522,358.59,C,< 1 year,RENT,140000.0,Charged Off,debt_consolidation,10.46,0,0.45200002,19
8000,36,0.1359,271.84,C,10+ years,MORTGAGE,95000.0,Fully Paid,major_purchase,6.11,0,0.408,20
12000,36,0.0735,372.45,A,10+ years,MORTGAGE,69000.0,Fully Paid,other,20.77,0,0.061,23
5400,36,0.121199995,179.67,B,5 years,RENT,60000.0,Fully Paid,debt_consolidation,18.72,0,0.629,25
5000,36,0.1091,163.49,B,6 years,RENT,55000.0,Charged Off,debt_consolidation,19.59,0,0.202,14
10000,36,0.0762,311.62,A,8 years,MORTGAGE,47000.0,Fully Paid,debt_consolidation,10.77,0,0.341,22
30000,60,0.1359,691.69,C,10+ years,OWN,96800.0,Fully Paid,other,18.44,4,0.45900002,47
8500,36,0.1496,294.5,D,10+ years,MORTGAGE,42000.0,Fully Paid,small_business,15.97,0,0.344,32
30000,60,0.23629999,856.61,F,2 years,MORTGAGE,85000.0,Fully Paid,credit_card,30.28,0,0.825,33
33325,36,0.119899996,1106.71,B,,MORTGAGE,123000.0,Fully Paid,debt_consolidation,31.47,0,0.56299996,18
3200,36,0.1602,112.54,C,7 years,RENT,39000.0,Charged Off,debt_consolidation,14.37,0,0.35099998,21
10000,36,0.1074,326.16,B,10+ years,OWN,52000.0,Fully Paid,credit_card,22.92,0,0.644,11
8400,36,0.1903,308.04,D,9 years,RENT,37440.0,Charged Off,car,7.37,0,0.287,11
24000,60,0.0999,509.82,B,10+ years,MORTGAGE,78000.0,Charged Off,home_improvement,17.17,0,0.619,13
19000,36,0.21450001,720.23,D,2 years,RENT,59700.0,Fully Paid,debt_consolidation,14.75,0,0.38799998,24
19400,36,0.1016,627.45,B,10+ years,RENT,55000.0,Fully Paid,debt_consolidation,19.61,0,0.665,49
15875,36,0.1777,572.09,D,5 years,RENT,40000.0,Charged Off,debt_consolidation,16.68,2,0.447,20
15000,60,0.1359,345.85,C,10+ years,MORTGAGE,58000.0,Fully Paid,debt_consolidation,18.29,0,0.52,9
5000,36,0.1505,173.45,C,3 years,MORTGAGE,21000.0,Fully Paid,debt_consolidation,11.77,0,0.559,7
15500,36,0.1262,519.43,C,4 years,MORTGAGE,51000.0,Fully Paid,debt_consolidation,21.39,0,0.396,18
6950,36,0.1972,257.3,D,,OWN,30000.0,Charged Off,debt_consolidation,22.4,0,0.77900004,28
5500,36,0.171,196.37,C,2 years,RENT,25000.0,Fully Paid,debt_consolidation,30.24,2,0.272,29
8000,36,0.099300005,257.88,B,3 years,RENT,55000.0,Fully Paid,other,3.29,0,0.732,5
4000,36,0.1505,138.76,C,,MORTGAGE,49000.0,Charged Off,other,31.57,0,0.85400003,15
10000,60,0.192,260.51,D,10+ years,RENT,70000.0,Charged Off,other,7.32,0,0.24200001,32
16750,60,0.2328,474.89,F,6 years,MORTGAGE,42000.0,Charged Off,other,29.49,0,0.417,23
15000,36,0.1112,491.94,B,10+ years,RENT,55000.0,Fully Paid,debt_consolidation,18.37,0,0.45400003,25
20000,36,0.1311,674.94,B,5 years,RENT,58760.0,Fully Paid,credit_card,21.22,0,0.66300005,10
10000,36,0.053200003,301.15,A,,RENT,30000.0,Charged Off,credit_card,12.4,0,0.77800006,64
16000,60,0.171,398.51,C,3 years,MORTGAGE,70000.0,Fully Paid,home_improvement,10.97,0,0.58599997,31
8000,36,0.1368,272.18,C,10+ years,MORTGAGE,105104.76,Fully Paid,debt_consolidation,33.69,0,0.801,32
10000,36,0.088999994,317.54,A,1 year,MORTGAGE,65000.0,Fully Paid,credit_card,21.08,0,0.316,28
22475,36,0.0608,684.55,A,10+ years,RENT,130000.0,Fully Paid,debt_consolidation,9.63,0,0.066,14
13500,36,0.119899996,448.33,B,7 years,MORTGAGE,97500.0,Fully Paid,credit_card,10.15,0,0.96,16
5875,36,0.143,201.66,C,10+ years,RENT,21000.0,Charged Off,credit_card,22.8,0,0.804,9
12000,36,0.1114,393.67,B,< 1 year,RENT,78000.0,Fully Paid,debt_consolidation,7.57,0,0.749,30
10950,36,0.171,390.95,C,9 years,MORTGAGE,54000.0,Fully Paid,debt_consolidation,16.09,1,0.613,28
10000,36,0.162,352.56,C,10+ years,MORTGAGE,55000.0,Fully Paid,debt_consolidation,17.65,0,0.695,19
10000,36,0.1099,327.34,B,10+ years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,14.93,1,0.7,26
7000,36,0.0971,224.92,B,1 year,MORTGAGE,37000.0,Fully Paid,debt_consolidation,10.65,0,0.493,13
30000,60,0.1709,747.03,D,1 year,RENT,120000.0,Fully Paid,debt_consolidation,10.36,0,0.878,27
2000,36,0.094399996,64.01,B,< 1 year,RENT,32000.0,Fully Paid,other,0.56,0,0.023,14
10000,36,0.070700005,309.1,A,10+ years,RENT,63107.0,Fully Paid,debt_consolidation,27.44,0,0.29299998,46
29100,60,0.2328,825.04,F,10+ years,RENT,65000.0,Charged Off,debt_consolidation,22.08,0,0.859,21
6000,36,0.14649999,206.97,C,3 years,MORTGAGE,96000.0,Fully Paid,credit_card,17.93,0,0.835,23
22000,36,0.099300005,709.16,B,10+ years,MORTGAGE,48000.0,Fully Paid,debt_consolidation,21.28,1,0.431,19
1600,36,0.121199995,53.24,B,10+ years,MORTGAGE,80000.0,Fully Paid,credit_card,15.85,1,0.641,39
7000,36,0.143,240.27,C,8 years,MORTGAGE,82000.0,Fully Paid,car,11.47,0,0.471,29
5000,36,0.088999994,158.77,A,< 1 year,RENT,30000.0,Fully Paid,major_purchase,6.16,0,0.785,7
7500,36,0.112799995,156.14,C,< 1 year,MORTGAGE,87000.0,Fully Paid,debt_consolidation,1.32,0,0.309,7
18950,36,0.1016,612.89,B,10+ years,MORTGAGE,53000.0,Fully Paid,credit_card,25.79,3,0.41099998,21
4000,36,0.1262,134.05,C,3 years,MORTGAGE,70000.0,Fully Paid,car,11.98,0,0.455,16
10000,60,0.1505,238.17,C,7 years,MORTGAGE,26000.0,Fully Paid,credit_card,15.33,0,0.52099997,14
3675,36,0.123500004,122.68,B,2 years,RENT,35000.0,Fully Paid,house,8.36,0,0.559,15
21500,36,0.1155,709.5,B,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,26.73,1,0.71099997,34
14000,36,0.1348,474.94,C,2 years,RENT,41400.0,Fully Paid,debt_consolidation,20.06,0,0.73800004,14
14000,36,0.26299998,566.31,E,3 years,RENT,70000.0,Fully Paid,debt_consolidation,18.38,0,0.709,24
5600,36,0.0967,179.83,B,10+ years,RENT,68000.0,Fully Paid,debt_consolidation,5.37,2,0.593,16
20000,36,0.1016,646.85,B,10+ years,RENT,48000.0,Fully Paid,credit_card,14.78,3,0.20899999,20
15000,36,0.088999994,476.3,A,7 years,MORTGAGE,82000.0,Fully Paid,debt_consolidation,26.39,0,0.861,30
28000,60,0.1359,645.58,C,5 years,RENT,45000.0,Fully Paid,medical,19.41,0,0.375,29
8000,36,0.0672,246.0,A,,MORTGAGE,50000.0,Fully Paid,debt_consolidation,27.96,0,0.287,28
3200,36,0.1311,108.0,B,3 years,RENT,54000.0,Fully Paid,debt_consolidation,21.58,1,0.253,18
4000,36,0.1262,134.05,C,5 years,OWN,64000.0,Fully Paid,other,24.31,0,0.271,36
8000,36,0.1408,273.74,C,3 years,RENT,110000.0,Fully Paid,vacation,3.49,6,0.022,20
15000,36,0.15609999,524.48,C,6 years,MORTGAGE,41000.0,Fully Paid,home_improvement,20.67,0,0.45200002,13
16800,36,0.1311,566.95,B,4 years,MORTGAGE,64500.0,Fully Paid,credit_card,22.62,0,0.77099997,31
8000,36,0.1091,261.57,B,10+ years,MORTGAGE,115000.0,Fully Paid,credit_card,32.61,1,0.81,25
6825,36,0.1409,233.57,B,6 years,RENT,23000.0,Fully Paid,debt_consolidation,19.77,0,0.65199995,15
2800,36,0.1602,98.47,C,1 year,RENT,72000.0,Fully Paid,vacation,7.3,0,0.198,15
10000,36,0.1496,346.47,D,10+ years,RENT,65000.0,Fully Paid,small_business,20.77,0,0.581,36
9000,36,0.075100005,279.99,A,10+ years,MORTGAGE,165000.0,Fully Paid,major_purchase,6.76,0,0.525,34
7000,36,0.1864,255.32,E,6 years,MORTGAGE,54000.0,Fully Paid,medical,6.51,1,0.092,16
6400,36,0.16290002,225.93,C,5 years,RENT,25000.0,Fully Paid,debt_consolidation,6.72,1,0.19399999,4
19000,60,0.099300005,403.04,B,10+ years,MORTGAGE,124300.0,Fully Paid,credit_card,5.54,0,0.18200001,11
12000,36,0.1114,393.67,B,10+ years,MORTGAGE,50000.0,Fully Paid,credit_card,32.47,0,0.578,30
18000,60,0.162,439.65,C,< 1 year,MORTGAGE,136000.0,Fully Paid,home_improvement,12.47,1,0.246,29
25025,60,0.1972,659.12,D,10+ years,MORTGAGE,60855.56,Fully Paid,debt_consolidation,7.14,0,0.791,14
17000,36,0.088999994,539.81,A,3 years,RENT,61500.0,Fully Paid,debt_consolidation,12.9,0,0.83800006,18
4000,36,0.1016,129.37,B,2 years,MORTGAGE,45000.0,Fully Paid,credit_card,6.59,0,0.173,18
24000,60,0.094399996,503.35,B,10+ years,RENT,100000.0,Fully Paid,debt_consolidation,26.38,0,0.325,18
12000,60,0.1408,279.72,C,9 years,MORTGAGE,79144.0,Fully Paid,debt_consolidation,16.06,1,0.65,17
20000,60,0.2582,596.68,E,4 years,OWN,40000.0,Fully Paid,debt_consolidation,32.43,0,0.38900003,41
40000,60,0.094399996,838.91,B,< 1 year,MORTGAGE,15000.0,Fully Paid,credit_card,131.43,0,0.38799998,27
35000,60,0.1903,908.5,D,< 1 year,RENT,130000.0,Charged Off,credit_card,16.14,0,0.493,20
21125,60,0.3075,693.23,F,5 years,MORTGAGE,135000.0,Charged Off,debt_consolidation,5.83,0,0.876,6
21000,60,0.1588,509.35,C,10+ years,MORTGAGE,130000.0,Fully Paid,debt_consolidation,21.82,0,0.65199995,27
15000,36,0.1242,501.23,B,10+ years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,5.61,0,0.537,17
18000,36,0.1016,582.17,B,5 years,MORTGAGE,78312.0,Fully Paid,debt_consolidation,15.65,0,0.698,29
25000,36,0.119899996,830.24,B,3 years,MORTGAGE,95000.0,Charged Off,debt_consolidation,22.69,10,0.45299998,40
9000,36,0.1368,306.21,C,,RENT,71657.52,Fully Paid,credit_card,17.42,0,0.766,14
5000,36,0.1379,170.38,C,< 1 year,RENT,45000.0,Fully Paid,other,6.0,0,,11
1800,36,0.2031,67.18,D,5 years,RENT,23000.0,Fully Paid,credit_card,26.19,0,0.377,17
7500,36,0.0999,241.97,B,3 years,RENT,60000.0,Fully Paid,debt_consolidation,12.92,0,0.284,18
6600,36,0.0735,204.85,A,8 years,MORTGAGE,53000.0,Fully Paid,debt_consolidation,19.15,0,0.222,16
19200,36,0.121199995,638.82,B,8 years,OWN,43000.0,Charged Off,credit_card,29.58,0,0.876,26
13000,60,0.2606,389.69,G,2 years,RENT,65000.0,Fully Paid,other,12.79,0,0.926,12
13350,60,0.1368,308.43,C,3 years,MORTGAGE,50000.0,Fully Paid,major_purchase,12.43,0,0.73800004,24
28000,36,0.17559999,1006.1,D,9 years,OWN,120000.0,Fully Paid,debt_consolidation,8.28,0,0.425,8
18000,60,0.106400006,388.14,B,10+ years,OWN,69500.0,Fully Paid,credit_card,30.7,0,0.44799998,35
6000,36,0.1311,202.49,B,3 years,RENT,55000.0,Fully Paid,debt_consolidation,22.91,0,0.495,17
7500,36,0.1531,261.13,C,4 years,RENT,49000.0,Fully Paid,credit_card,26.06,0,0.761,15
18000,60,0.121199995,401.5,B,< 1 year,RENT,43200.0,Fully Paid,credit_card,13.67,0,0.731,10
9600,36,0.1531,334.25,C,10+ years,MORTGAGE,38000.0,Fully Paid,credit_card,22.07,4,0.624,23
8000,36,0.1903,293.37,D,1 year,RENT,47840.0,Fully Paid,moving,19.04,0,0.884,5
35000,60,0.2049,936.86,E,1 year,MORTGAGE,85000.0,Fully Paid,credit_card,14.72,0,0.629,20
3000,36,0.18059999,108.55,D,10+ years,RENT,45000.0,Fully Paid,credit_card,12.0,0,0.13,17
12000,36,0.1875,438.36,D,10+ years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,13.88,0,0.975,34
9600,36,0.2291,371.17,E,< 1 year,MORTGAGE,13000.0,Fully Paid,debt_consolidation,53.74,0,0.89699996,14
28000,60,0.1368,646.88,C,10+ years,MORTGAGE,72800.0,Fully Paid,credit_card,18.89,0,0.615,26
3000,36,0.0797,93.97,A,10+ years,MORTGAGE,38000.0,Fully Paid,credit_card,26.88,0,0.093,13
3600,36,0.119899996,119.56,B,10+ years,MORTGAGE,27400.0,Fully Paid,home_improvement,28.6,0,0.67,16
8000,36,0.053200003,240.92,A,10+ years,MORTGAGE,160000.0,Charged Off,other,15.56,0,0.073,33
15000,36,0.099300005,483.52,B,2 years,RENT,75591.0,Fully Paid,major_purchase,11.02,0,0.64599997,28
18000,36,0.1311,607.45,B,6 years,RENT,62000.0,Fully Paid,debt_consolidation,9.08,0,0.815,9
3000,36,0.121199995,99.82,B,6 years,MORTGAGE,65000.0,Fully Paid,small_business,9.71,0,0.84400004,27
12000,60,0.22399999,334.17,E,10+ years,MORTGAGE,37000.0,Fully Paid,debt_consolidation,18.0,0,0.555,28
13000,36,0.1409,444.88,B,3 years,MORTGAGE,44000.0,Fully Paid,credit_card,15.25,0,0.665,39
14500,36,0.066199996,445.21,A,2 years,RENT,65000.0,Fully Paid,major_purchase,0.89,0,0.027999999,21
10500,36,0.18059999,379.92,D,2 years,RENT,30000.0,Charged Off,debt_consolidation,20.68,0,0.3,17
4000,36,0.1269,134.18,B,6 years,MORTGAGE,42000.0,Charged Off,debt_consolidation,23.23,1,0.36900002,26
19700,60,0.22950001,554.79,F,1 year,MORTGAGE,45620.0,Charged Off,credit_card,18.09,0,0.71699995,29
16000,36,0.1408,547.47,C,< 1 year,MORTGAGE,145000.0,Fully Paid,other,23.55,2,0.503,48
24000,60,0.2485,702.33,E,5 years,MORTGAGE,62000.0,Charged Off,debt_consolidation,20.44,0,0.86800003,19
9600,36,0.1078,313.3,C,10+ years,MORTGAGE,61200.0,Charged Off,home_improvement,14.06,0,0.155,21
35000,36,0.158,1227.05,C,3 years,RENT,104500.0,Fully Paid,debt_consolidation,28.55,0,0.71599996,47
5000,36,0.19520001,184.6,D,2 years,OWN,24000.0,Fully Paid,debt_consolidation,29.6,0,0.565,7
10000,60,0.18059999,254.27,D,< 1 year,MORTGAGE,38913.0,Charged Off,home_improvement,10.3,2,0.26299998,11
6000,36,0.1359,203.88,C,1 year,RENT,52700.0,Fully Paid,debt_consolidation,13.37,0,0.747,18
6000,36,0.099300005,193.41,B,10+ years,MORTGAGE,65000.0,Fully Paid,credit_card,12.47,0,0.131,38
15000,36,0.13239999,507.15,D,10+ years,RENT,69400.0,Fully Paid,other,3.29,0,0.34,4
4800,36,0.1505,166.52,C,5 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,20.12,0,0.63,14
23325,60,0.171,580.95,C,10+ years,MORTGAGE,86000.0,Fully Paid,debt_consolidation,22.17,0,0.933,24
4200,36,0.094399996,134.43,B,8 years,MORTGAGE,32000.0,Fully Paid,debt_consolidation,34.47,0,0.22399999,13
20000,60,0.099300005,424.26,B,5 years,MORTGAGE,116000.0,Fully Paid,debt_consolidation,25.78,0,0.365,27
24000,36,0.21450001,909.76,D,6 years,MORTGAGE,80000.0,Charged Off,home_improvement,22.35,0,0.725,26
22000,36,0.119899996,730.61,B,2 years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,21.9,0,0.12,19
30000,60,0.23879999,860.96,E,7 years,MORTGAGE,65000.0,Charged Off,debt_consolidation,17.43,0,0.826,17
15000,36,0.1359,509.69,C,4 years,RENT,60000.0,Charged Off,debt_consolidation,24.54,0,0.189,25
13400,36,0.15100001,465.18,C,10+ years,RENT,55000.0,Charged Off,debt_consolidation,25.88,0,0.82,32
20000,60,0.1903,519.15,D,< 1 year,MORTGAGE,50000.0,Fully Paid,debt_consolidation,26.26,0,0.23200001,45
15000,36,0.1359,509.69,C,,MORTGAGE,61000.0,Fully Paid,debt_consolidation,37.97,0,0.33900002,27
16000,36,0.060300004,486.97,A,3 years,MORTGAGE,72000.0,Fully Paid,home_improvement,2.25,0,0.289,12
6000,60,0.22399999,167.09,E,< 1 year,MORTGAGE,54200.0,Fully Paid,debt_consolidation,23.34,0,0.466,44
5000,36,0.19520001,184.6,D,10+ years,MORTGAGE,150000.0,Fully Paid,home_improvement,9.61,2,0.91300005,35
7000,36,0.053200003,210.81,A,,MORTGAGE,34000.0,Fully Paid,credit_card,17.79,0,0.258,30
6000,36,0.1408,205.3,C,3 years,RENT,27540.0,Fully Paid,debt_consolidation,33.07,0,0.21700001,13
10000,36,0.17989999,361.48,D,4 years,RENT,85000.0,Fully Paid,debt_consolidation,8.08,0,0.641,15
4000,36,0.1602,140.67,C,1 year,OWN,30000.0,Fully Paid,major_purchase,31.16,0,0.535,57
35000,36,0.158,1227.05,C,7 years,RENT,90000.0,Fully Paid,major_purchase,21.71,0,0.48099998,37
17600,36,0.060300004,535.67,A,8 years,MORTGAGE,95000.0,Fully Paid,debt_consolidation,14.71,0,0.274,39
7200,36,0.1299,242.57,B,10+ years,MORTGAGE,125000.0,Fully Paid,debt_consolidation,8.37,3,0.63,31
7000,36,0.1359,237.86,C,1 year,RENT,25000.0,Charged Off,credit_card,18.0,0,0.73,17
8200,36,0.0788,256.51,A,2 years,RENT,42996.0,Fully Paid,debt_consolidation,16.55,0,0.36400002,20
25000,60,0.119899996,555.99,B,10+ years,RENT,73000.0,Fully Paid,debt_consolidation,18.25,0,0.36900002,23
5400,36,0.1359,183.49,C,10+ years,MORTGAGE,75000.0,Fully Paid,debt_consolidation,5.58,0,0.491,10
9950,36,0.1016,321.81,B,< 1 year,MORTGAGE,30000.0,Fully Paid,home_improvement,3.48,0,0.19299999,31
3625,36,0.19520001,133.84,D,,RENT,14200.0,Fully Paid,major_purchase,20.96,0,0.701,6
2000,36,0.1777,72.08,D,< 1 year,RENT,29120.0,Fully Paid,other,16.4,0,0.74300003,13
9950,36,0.079,311.34,A,1 year,MORTGAGE,31000.0,Fully Paid,other,11.57,0,0.543,24
1600,36,0.15609999,55.95,C,7 years,MORTGAGE,50000.0,Fully Paid,other,17.71,0,0.277,13
7200,36,0.1359,244.65,C,,RENT,77688.0,Fully Paid,vacation,15.11,4,0.343,38
10625,36,0.1885,388.67,D,8 years,RENT,53000.0,Fully Paid,credit_card,26.6,0,0.816,26
30000,60,0.1727,749.94,C,6 years,MORTGAGE,104296.0,Charged Off,debt_consolidation,15.21,0,0.811,26
10000,60,0.222,277.33,E,8 years,RENT,65000.0,Fully Paid,debt_consolidation,11.94,0,0.899,17
8050,36,0.1777,290.1,D,2 years,RENT,70100.0,Fully Paid,debt_consolidation,22.58,0,0.589,28
12000,36,0.059899997,365.01,A,10+ years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,12.62,0,0.291,30
7000,36,0.0762,218.13,A,6 years,RENT,66000.0,Fully Paid,debt_consolidation,19.59,0,0.46400002,23
16000,36,0.121199995,532.35,B,< 1 year,RENT,44750.0,Fully Paid,debt_consolidation,22.23,1,0.528,23
10000,36,0.1447,344.07,C,10+ years,RENT,29000.0,Fully Paid,credit_card,13.91,0,0.852,17
11000,36,0.1306,370.96,C,< 1 year,MORTGAGE,95000.0,Fully Paid,other,22.42,0,0.856,35
2500,36,0.1091,81.75,B,10+ years,RENT,13000.0,Fully Paid,other,15.7,0,0.269,15
20500,60,0.1903,532.12,D,9 years,MORTGAGE,35000.0,Charged Off,debt_consolidation,12.11,0,0.79,11
6000,36,0.21700001,228.22,E,5 years,MORTGAGE,67429.33,Fully Paid,debt_consolidation,23.95,1,0.624,38
17050,60,0.1311,388.91,B,< 1 year,MORTGAGE,43153.0,Charged Off,home_improvement,31.82,0,0.285,28
21000,60,0.2408,605.11,F,10+ years,RENT,67000.0,Charged Off,debt_consolidation,15.74,0,0.754,15
5500,36,0.16290002,194.16,C,6 years,MORTGAGE,117000.0,Fully Paid,home_improvement,8.84,1,0.294,54
24000,36,0.079,750.97,A,10+ years,RENT,58000.0,Charged Off,debt_consolidation,24.0,0,0.259,34
24375,60,0.21149999,661.49,E,7 years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,16.84,0,0.22799999,24
5000,36,0.1359,169.9,C,10+ years,MORTGAGE,155000.0,Fully Paid,home_improvement,16.15,0,0.617,29
29100,60,0.3084,956.56,G,6 years,OWN,98850.0,Fully Paid,debt_consolidation,19.38,0,0.45599997,59
6000,36,0.066199996,184.23,A,10+ years,RENT,40000.0,Fully Paid,debt_consolidation,16.23,0,0.236,18
16000,36,0.088999994,508.06,A,5 years,RENT,30000.0,Fully Paid,other,16.08,0,0.304,19
23000,60,0.099300005,487.9,B,6 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,28.38,0,0.732,35
1000,36,0.1709,35.7,D,,RENT,17100.0,Fully Paid,vacation,2.6,0,0.01,46
30000,60,0.17559999,754.65,D,10+ years,MORTGAGE,91000.0,Fully Paid,debt_consolidation,16.25,0,0.485,38
3800,36,0.1359,129.12,C,3 years,OWN,60000.0,Fully Paid,small_business,8.4,0,0.16399999,29
9200,36,0.1074,300.07,B,10+ years,MORTGAGE,43000.0,Fully Paid,other,34.24,0,0.376,29
8450,36,0.1498,292.84,C,9 years,OWN,50000.0,Fully Paid,debt_consolidation,19.27,0,0.59099996,15
1500,36,0.1505,52.04,C,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,13.55,0,0.744,23
5000,36,0.1091,163.49,B,3 years,RENT,30000.0,Fully Paid,debt_consolidation,24.52,2,0.138,36
10000,60,0.18059999,254.27,D,2 years,RENT,60000.0,Charged Off,debt_consolidation,29.98,0,0.345,31
30000,36,0.1777,1081.12,D,10+ years,MORTGAGE,124802.6,Fully Paid,debt_consolidation,17.1,1,0.857,23
3975,36,0.0762,123.87,A,10+ years,MORTGAGE,56000.0,Fully Paid,debt_consolidation,14.21,0,0.475,28
22000,60,0.21,595.18,E,3 years,RENT,55000.0,Charged Off,credit_card,24.17,0,0.943,38
20050,60,0.15100001,478.05,C,3 years,MORTGAGE,55000.0,Fully Paid,debt_consolidation,11.76,1,0.295,18
13925,36,0.1433,478.16,C,4 years,RENT,56000.0,Fully Paid,debt_consolidation,17.44,0,0.39,32
6000,36,0.23879999,235.02,E,10+ years,MORTGAGE,50000.0,Fully Paid,home_improvement,19.83,2,0.118999995,26
2000,36,0.1171,66.16,B,3 years,RENT,34800.0,Fully Paid,credit_card,21.9,0,0.774,6
10000,36,0.15100001,347.15,C,10+ years,RENT,72000.0,Charged Off,debt_consolidation,26.52,0,0.39,27
15000,36,0.1262,502.67,C,10+ years,RENT,65000.0,Charged Off,debt_consolidation,25.79,0,0.49,12
15000,60,0.1505,357.25,C,10+ years,RENT,58000.0,Fully Paid,medical,9.19,0,0.249,20
24000,36,0.060300004,730.46,A,1 year,MORTGAGE,100000.0,Fully Paid,debt_consolidation,29.42,0,0.737,42
20000,36,0.1262,670.23,C,10+ years,RENT,85028.0,Charged Off,credit_card,15.4,0,0.97,7
14000,60,0.1521,334.61,D,< 1 year,RENT,41000.0,Fully Paid,debt_consolidation,21.92,0,0.682,6
4500,36,0.143,154.46,C,3 years,RENT,24000.0,Fully Paid,credit_card,13.55,0,0.76,28
12000,60,0.3017,389.5,F,,OWN,14400.0,Charged Off,moving,23.17,0,0.475,9
4000,36,0.1595,140.53,D,4 years,RENT,38400.0,Charged Off,major_purchase,12.56,1,0.005,14
10000,36,0.1114,328.06,B,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,22.29,0,0.71,19
3500,36,0.1262,117.29,C,,OWN,27600.0,Fully Paid,other,18.74,1,0.21700001,18
6400,36,0.0967,205.52,B,< 1 year,MORTGAGE,40000.0,Fully Paid,home_improvement,21.24,0,0.189,57
9000,36,0.1305,303.47,B,8 years,MORTGAGE,70000.0,Charged Off,home_improvement,13.9,0,0.672,34
28000,60,0.1042,600.73,B,,MORTGAGE,55000.0,Fully Paid,debt_consolidation,15.12,0,0.517,28
29500,60,0.26299998,888.5,E,9 years,MORTGAGE,78000.0,Fully Paid,debt_consolidation,32.23,0,0.954,33
13200,36,0.094399996,422.47,B,,MORTGAGE,30000.0,Charged Off,credit_card,34.0,0,0.445,11
4000,36,0.1409,136.89,B,1 year,RENT,46300.0,Fully Paid,credit_card,4.0,0,0.50200003,14
10375,36,0.066199996,318.56,A,2 years,RENT,30000.0,Fully Paid,debt_consolidation,20.76,0,0.499,23
2000,36,0.1875,73.06,D,8 years,MORTGAGE,39000.0,Fully Paid,other,29.14,0,0.337,23
12000,36,0.1299,404.27,B,3 years,MORTGAGE,86460.0,Fully Paid,debt_consolidation,14.51,0,0.875,18
14000,36,0.1433,480.74,C,5 years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,10.45,0,0.83800006,43
